Village,Treatment,Site,Sci_name,Palatability,Weight,Scientific_name,Family,Life_form,General_terms,x,y,Functional_type,Functional_groups
APA20,bgrnf,APA20bgrnf,Cymbopogon sp.,Cymbopogon sp.,219,Cymbopogon sp.,Poaceae,Herb,Grass,14.07855213,78.32909996,Perennial graminoid,Cymbopogon
APA21,bgpnf,APA21bgpnf,Cymbopogon sp.,Cymbopogon sp.,1122,Cymbopogon sp.,Poaceae,Herb,Grass,14.0091949,78.3198229,Perennial graminoid,Cymbopogon
APA7,bgpnf,APA7bgpnf,Cymbopogon sp.,Cymbopogon sp.,613,Cymbopogon sp.,Poaceae,Herb,Grass,14.02114351,78.38002126,Perennial graminoid,Cymbopogon
APA7,bgrnf,APA7bgrnf,Cymbopogon sp.,Cymbopogon sp.,50,Cymbopogon sp.,Poaceae,Herb,Grass,14.02257643,78.38102775,Perennial graminoid,Cymbopogon
APA8,bgrnf,APA8bgrnf,Cymbopogon sp.,Cymbopogon sp.,273,Cymbopogon sp.,Poaceae,Herb,Grass,14.02132073,78.3810486,Perennial graminoid,Cymbopogon
APC10,ab,APC10ab,Cymbopogon sp.,Cymbopogon sp.,510,Cymbopogon sp.,Poaceae,Herb,Grass,13.86199189,78.43342618,Perennial graminoid,Cymbopogon
APC10,bgrnf,APC10bgrnf,Cymbopogon sp.,Cymbopogon sp.,115,Cymbopogon sp.,Poaceae,Herb,Grass,13.8647888,78.3988028,Perennial graminoid,Cymbopogon
APC11,ab,APC11ab,Cymbopogon sp.,Cymbopogon sp.,1827,Cymbopogon sp.,Poaceae,Herb,Grass,13.8371911,78.4106671,Perennial graminoid,Cymbopogon
APC11,bgrnf,APC11bgrnf,Cymbopogon sp.,Cymbopogon sp.,45,Cymbopogon sp.,Poaceae,Herb,Grass,13.8387583,78.4107094,Perennial graminoid,Cymbopogon
APC12,ab,APC12ab,Cymbopogon sp.,Cymbopogon sp.,735,Cymbopogon sp.,Poaceae,Herb,Grass,13.8698363,78.4179308,Perennial graminoid,Cymbopogon
APC12,bgpnf,APC12bgpnf,Cymbopogon sp.,Cymbopogon sp.,2090,Cymbopogon sp.,Poaceae,Herb,Grass,13.89265608,78.41413564,Perennial graminoid,Cymbopogon
APC13,bgpnf,APC13bgpnf,Cymbopogon sp.,Cymbopogon sp.,86,Cymbopogon sp.,Poaceae,Herb,Grass,13.90649864,78.50191729,Perennial graminoid,Cymbopogon
APC13,bgrnf,APC13bgrnf,Cymbopogon sp.,Cymbopogon sp.,74,Cymbopogon sp.,Poaceae,Herb,Grass,13.90526646,78.50195839,Perennial graminoid,Cymbopogon
APC1,ab,APC1ab,Cymbopogon sp.,Cymbopogon sp.,1635,Cymbopogon sp.,Poaceae,Herb,Grass,13.85288068,78.44261171,Perennial graminoid,Cymbopogon
APC2,bgpnf,APC2bgpnf,Cymbopogon sp.,Cymbopogon sp.,1965,Cymbopogon sp.,Poaceae,Herb,Grass,13.85048708,78.44295442,Perennial graminoid,Cymbopogon
APC3,ab,APC3ab,Cymbopogon sp.,Cymbopogon sp.,1161,Cymbopogon sp.,Poaceae,Herb,Grass,13.8280097,78.4130915,Perennial graminoid,Cymbopogon
APC3,bgrnf,APC3bgrnf,Cymbopogon sp.,Cymbopogon sp.,353,Cymbopogon sp.,Poaceae,Herb,Grass,13.82903847,78.41240476,Perennial graminoid,Cymbopogon
APC4,ab,APC4ab,Cymbopogon sp.,Cymbopogon sp.,1020,Cymbopogon sp.,Poaceae,Herb,Grass,13.8421781,78.4288606,Perennial graminoid,Cymbopogon
APC4,bgpnf,APC4bgpnf,Cymbopogon sp.,Cymbopogon sp.,1508,Cymbopogon sp.,Poaceae,Herb,Grass,13.84584791,78.44843727,Perennial graminoid,Cymbopogon
APC4,bgrnf,APC4bgrnf,Cymbopogon sp.,Cymbopogon sp.,40,Cymbopogon sp.,Poaceae,Herb,Grass,13.8435626,78.4210518,Perennial graminoid,Cymbopogon
APC5,bgpnf,APC5bgpnf,Cymbopogon sp.,Cymbopogon sp.,1884,Cymbopogon sp.,Poaceae,Herb,Grass,13.81476646,78.41896685,Perennial graminoid,Cymbopogon
APC8,ab,APC8ab,Cymbopogon sp.,Cymbopogon sp.,3172,Cymbopogon sp.,Poaceae,Herb,Grass,13.87320667,78.52529305,Perennial graminoid,Cymbopogon
APC8,bgrnf,APC8bgrnf,Cymbopogon sp.,Cymbopogon sp.,340,Cymbopogon sp.,Poaceae,Herb,Grass,13.8733068,78.52803175,Perennial graminoid,Cymbopogon
APC9,bgrnf,APC9bgrnf,Cymbopogon sp.,Cymbopogon sp.,227,Cymbopogon sp.,Poaceae,Herb,Grass,13.87330434,78.52919306,Perennial graminoid,Cymbopogon
APA10,bgrnf,APA10bgrnf,Eragrostiella bifaria,Yes,11,Eragrostiella bifaria (Vahl) Bor,Poaceae,Herb,Grass,14.01957255,78.38249092,Perennial graminoid,Graminoid
APA8,bgrnf,APA8bgrnf,Eragrostiella bifaria,Yes,7,Eragrostiella bifaria (Vahl) Bor,Poaceae,Herb,Grass,14.02132073,78.3810486,Perennial graminoid,Graminoid
APC10,ab,APC10ab,Eragrostiella bifaria,Yes,18,Eragrostiella bifaria (Vahl) Bor,Poaceae,Herb,Grass,13.86199189,78.43342618,Perennial graminoid,Graminoid
APC5,bgpnf,APC5bgpnf,Eragrostiella bifaria,Yes,11,Eragrostiella bifaria (Vahl) Bor,Poaceae,Herb,Grass,13.81476646,78.41896685,Perennial graminoid,Graminoid
APC1,ab,APC1ab,Eragrostis tenella,Yes,26,Eragrostis tenella (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.85288068,78.44261171,Annual graminoid,Graminoid
APA7,bgrnf,APA7bgrnf,Euphorbia deccanensis,Yes,9,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,14.02257643,78.38102775,Annual herb,Forb
APC10,ab,APC10ab,Euphorbia deccanensis,Yes,5,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,13.86199189,78.43342618,Annual herb,Forb
APC12,ab,APC12ab,Euphorbia deccanensis,Yes,8,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,13.8698363,78.4179308,Annual herb,Forb
APC2,bgpnf,APC2bgpnf,Euphorbia deccanensis,Yes,15,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,13.85048708,78.44295442,Annual herb,Forb
APC4,bgpnf,APC4bgpnf,Euphorbia deccanensis,Yes,14,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,13.84584791,78.44843727,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Euphorbia deccanensis,Yes,6,Euphorbia deccanensis V.S.Raju,Euphorbiaceae,Herb,Milkweeds,13.81476646,78.41896685,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Euphorbia rosea,Yes,5,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.1182461,78.3338937,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Euphorbia rosea,Yes,35,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.1183527,78.3349066,Annual herb,Forb
APA18,bgpnf,APA18bgpnf,Euphorbia rosea,Yes,8,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.05877728,78.33773986,Annual herb,Forb
APA19,ab,APA19ab,Euphorbia rosea,Yes,6,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.06168327,78.34201433,Annual herb,Forb
APA7,bgpnf,APA7bgpnf,Euphorbia rosea,Yes,8,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.02114351,78.38002126,Annual herb,Forb
APA7,bgrnf,APA7bgrnf,Euphorbia rosea,Yes,19,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.02257643,78.38102775,Annual herb,Forb
APA8,bgrnf,APA8bgrnf,Euphorbia rosea,Yes,7,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,14.02132073,78.3810486,Annual herb,Forb
APC10,ab,APC10ab,Euphorbia rosea,Yes,9,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.86199189,78.43342618,Annual herb,Forb
APC10,bgrnf,APC10bgrnf,Euphorbia rosea,Yes,8,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.8647888,78.3988028,Annual herb,Forb
APC11,ab,APC11ab,Euphorbia rosea,Yes,10,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.8371911,78.4106671,Annual herb,Forb
APC11,bgrnf,APC11bgrnf,Euphorbia rosea,Yes,8,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.8387583,78.4107094,Annual herb,Forb
APC1,ab,APC1ab,Euphorbia rosea,Yes,7,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.85288068,78.44261171,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Euphorbia rosea,Yes,9,Euphorbia rosea Retz.,Euphorbiaceae,Herb,Milkweeds,13.84873331,78.42895372,Annual herb,Forb
APA10,bgpnf,APA10bgpnf,Evolvulus alsinoides,Yes,11,Evolvulus alsinoides (L.) L.,Convolvulaceae,Herb,Morning glory family,14.01931795,78.38124299,Perennial herb,Forb
APA12,bgrnf,APA12bgrnf,Evolvulus alsinoides,Yes,20,Evolvulus alsinoides (L.) L.,Convolvulaceae,Herb,Morning glory family,14.0406286,78.3174365,Perennial herb,Forb
APA1,bgrnf,APA1bgrnf,Evolvulus alsinoides,Yes,5,Evolvulus alsinoides (L.) L.,Convolvulaceae,Herb,Morning glory family,13.84898235,78.4284124,Perennial herb,Forb
APA21,bgrnf,APA21bgrnf,Evolvulus alsinoides,Yes,10,Evolvulus alsinoides (L.) L.,Convolvulaceae,Herb,Morning glory family,14.0087733,78.3203361,Perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Heteropogon contortus,Yes,201,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.01931795,78.38124299,Perennial graminoid,Graminoid
APA10,bgrnf,APA10bgrnf,Heteropogon contortus,Yes,620,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.01957255,78.38249092,Perennial graminoid,Graminoid
APA12,ab,APA12ab,Heteropogon contortus,Yes,44,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0411993,78.3177903,Perennial graminoid,Graminoid
APA12,bgrnf,APA12bgrnf,Heteropogon contortus,Yes,255,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0406286,78.3174365,Perennial graminoid,Graminoid
APA15,bgpnf,APA15bgpnf,Heteropogon contortus,Yes,210,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.07274083,78.36364415,Perennial graminoid,Graminoid
APA16,bgrnf,APA16bgrnf,Heteropogon contortus,Yes,553,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.1162124,78.340371,Perennial graminoid,Graminoid
APA17,bgpnf,APA17bgpnf,Heteropogon contortus,Yes,30,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.1182461,78.3338937,Perennial graminoid,Graminoid
APA18,bgpnf,APA18bgpnf,Heteropogon contortus,Yes,158,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.05877728,78.33773986,Perennial graminoid,Graminoid
APA18,bgrnf,APA18bgrnf,Heteropogon contortus,Yes,37,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.05540854,78.34276519,Perennial graminoid,Graminoid
APA19,bgrnf,APA19bgrnf,Heteropogon contortus,Yes,339,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.05936089,78.34454953,Perennial graminoid,Graminoid
APA1,bgrnf,APA1bgrnf,Heteropogon contortus,Yes,67,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.84898235,78.4284124,Perennial graminoid,Graminoid
APA21,bgpnf,APA21bgpnf,Heteropogon contortus,Yes,195,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0091949,78.3198229,Perennial graminoid,Graminoid
APA21,bgrnf,APA21bgrnf,Heteropogon contortus,Yes,340,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0087733,78.3203361,Perennial graminoid,Graminoid
APA5,bgrnf,APA5bgrnf,Heteropogon contortus,Yes,240,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0633389,78.35483416,Perennial graminoid,Graminoid
APA6,ab,APA6ab,Heteropogon contortus,Yes,120,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.0322524,78.37958529,Perennial graminoid,Graminoid
APA6,bgrnf,APA6bgrnf,Heteropogon contortus,Yes,120,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.03027697,78.38398113,Perennial graminoid,Graminoid
APA7,ab,APA7ab,Heteropogon contortus,Yes,150,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.02755862,78.37557542,Perennial graminoid,Graminoid
APA7,bgpnf,APA7bgpnf,Heteropogon contortus,Yes,112,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.02114351,78.38002126,Perennial graminoid,Graminoid
APA7,bgrnf,APA7bgrnf,Heteropogon contortus,Yes,362,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.02257643,78.38102775,Perennial graminoid,Graminoid
APA8,bgrnf,APA8bgrnf,Heteropogon contortus,Yes,80,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,14.02132073,78.3810486,Perennial graminoid,Graminoid
APC10,ab,APC10ab,Heteropogon contortus,Yes,103,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.86199189,78.43342618,Perennial graminoid,Graminoid
APC10,bgrnf,APC10bgrnf,Heteropogon contortus,Yes,920,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8647888,78.3988028,Perennial graminoid,Graminoid
APC11,ab,APC11ab,Heteropogon contortus,Yes,45,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8371911,78.4106671,Perennial graminoid,Graminoid
APC11,bgrnf,APC11bgrnf,Heteropogon contortus,Yes,185,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8387583,78.4107094,Perennial graminoid,Graminoid
APC12,ab,APC12ab,Heteropogon contortus,Yes,125,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8698363,78.4179308,Perennial graminoid,Graminoid
APC12,bgpnf,APC12bgpnf,Heteropogon contortus,Yes,130,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.89265608,78.41413564,Perennial graminoid,Graminoid
APC13,bgpnf,APC13bgpnf,Heteropogon contortus,Yes,150,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.90649864,78.50191729,Perennial graminoid,Graminoid
APC13,bgrnf,APC13bgrnf,Heteropogon contortus,Yes,1283,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.90526646,78.50195839,Perennial graminoid,Graminoid
APC14,bgrnf,APC14bgrnf,Heteropogon contortus,Yes,863,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.90507205,78.50428427,Perennial graminoid,Graminoid
APC1,bgrnf,APC1bgrnf,Heteropogon contortus,Yes,588,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.84873331,78.42895372,Perennial graminoid,Graminoid
APC2,bgpnf,APC2bgpnf,Heteropogon contortus,Yes,180,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.85048708,78.44295442,Perennial graminoid,Graminoid
APC2,bgrnf,APC2bgrnf,Heteropogon contortus,Yes,752,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.89582345,78.47713731,Perennial graminoid,Graminoid
APC3,ab,APC3ab,Heteropogon contortus,Yes,17,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8280097,78.4130915,Perennial graminoid,Graminoid
APC3,bgrnf,APC3bgrnf,Heteropogon contortus,Yes,348,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.82903847,78.41240476,Perennial graminoid,Graminoid
APC4,ab,APC4ab,Heteropogon contortus,Yes,115,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8421781,78.4288606,Perennial graminoid,Graminoid
APC4,bgrnf,APC4bgrnf,Heteropogon contortus,Yes,1855,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.8435626,78.4210518,Perennial graminoid,Graminoid
APC5,bgpnf,APC5bgpnf,Heteropogon contortus,Yes,112,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.81476646,78.41896685,Perennial graminoid,Graminoid
APC5,bgrnf,APC5bgrnf,Heteropogon contortus,Yes,312,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.80497605,78.41399812,Perennial graminoid,Graminoid
APC6,ab,APC6ab,Heteropogon contortus,Yes,227,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.94070434,78.49388343,Perennial graminoid,Graminoid
APC6,bgrnf,APC6bgrnf,Heteropogon contortus,Yes,966,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.94001826,78.49399366,Perennial graminoid,Graminoid
APC7,bgpnf,APC7bgpnf,Heteropogon contortus,Yes,110,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.94232155,78.50763286,Perennial graminoid,Graminoid
APC7,bgrnf,APC7bgrnf,Heteropogon contortus,Yes,672,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,Poaceae,Herb,Grass,13.93962978,78.49521943,Perennial graminoid,Graminoid
APA20,bgrnf,APA20bgrnf,Hibiscus lobatus,No,6,Hibiscus lobatus (Murray) Kuntze,Malvaceae,Herb,Mallow family,14.07855213,78.32909996,Annual herb,Forb
APA1,bgrnf,APA1bgrnf,Indigofera glabra,Yes,8,Indigofera glabra L.,Fabaceae,Herb,Legumes,13.84898235,78.4284124,Annual/perennial herb,Forb
APC12,bgpnf,APC12bgpnf,Indigofera linifolia,Yes,8,Indigofera linifolia (L.f.) Retz.,Fabaceae,Herb,Legumes,13.89265608,78.41413564,Annual/perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Justicia vahlii,Yes,7,Justicia vahliana Schult.,Acanthaceae,Herb,Acanthus family,14.01931795,78.38124299,Annual herb,Forb
APA12,ab,APA12ab,Justicia vahlii,Yes,36,Justicia vahliana Schult.,Acanthaceae,Herb,Acanthus family,14.0411993,78.3177903,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Justicia vahlii,Yes,9,Justicia vahliana Schult.,Acanthaceae,Herb,Acanthus family,14.1182461,78.3338937,Annual herb,Forb
